id,name,suitability
a68c0ea3-39fb-4873-b109-d166758d2321,Juan Ramos,agressivo
6ee6785f-96f8-4c79-abd9-851cb4ea0072,Dra. Julia da Luz,moderado-conservador
76d2de4b-5c1d-47af-a349-d5fb9f87a68c,Vitor Hugo Alves,
79333f9b-b993-4ace-8d94-3c84ad99e63b,João Miguel Teixeira,agressivo
2445ed07-0386-424c-96b4-b284972fbc8b,Maria Moreira,agressivo
f9f834f2-21cf-4f4f-aa55-50bec01c39c5,Bernardo Caldeira,agressivo
2dcbbbc2-4adf-4702-9785-7259a4a6a86b,Cauã da Rosa,moderado
41ecacab-a60a-4a2e-9fc8-0fb58cae6a59,Bárbara Novaes,agressivo
2b962d1d-5e92-4466-a507-c13725e0b73b,Eduardo Rezende,conservador
dcdb9018-82e7-4115-b9f9-d3917f32ebd7,Dra. Ana Beatriz Correia,moderado-agressivo
60431bf1-4d21-4bea-bed7-3450508dfb06,Ryan Martins,agressivo
1ed47420-b4f8-4e98-a3b7-65bcada9c340,Srta. Nicole Porto,agressivo
96e44029-90e5-434d-9f02-04c59df33d15,Gustavo Rocha,conservador
b03de84f-c161-4305-a8f0-cd4bae817548,Dra. Raquel Moraes,agressivo
c16dcf3c-0b22-480e-bd3a-68e541130353,Maria Sophia Freitas,moderado-agressivo
452a04bb-64b4-4f9a-bb91-099ff476dfe9,Luana da Conceição,moderado-agressivo
db107b6f-0e3f-46e5-82a2-a8c70e3e8d7e,Sofia da Mata,
3b0a3e42-11e2-4db3-8458-c7e72edf7552,Davi Lucas Moraes,moderado-conservador
7fe66d92-b482-41e0-b77a-c4c300730a23,Sra. Lara Moura,moderado-agressivo
0903d9f3-f2f4-4f5e-937a-021a6cdf151d,Kamilly Santos,conservador
22d9baa5-5e1d-4513-a18a-c97af11be0fe,Helena Ferreira,agressivo
99b6fd35-6482-43d6-a2bb-573a0372f881,Sra. Isis Barros,moderado-conservador
5a2e6064-5ecd-41e1-96c3-3bbd21cc1064,Bárbara Pereira,moderado-agressivo
464f5e8c-8b03-415f-af4d-52a24fa2dc9b,Clarice Freitas,moderado-conservador
fe0a615b-1e74-43cb-a810-8424b8283c36,Luiz Gustavo Aragão,
3eaac5ba-7b6c-45c1-8c8f-8363dc04120e,Ian da Rocha,agressivo
aa5bbb1e-5b7d-4d14-be67-3bfa1efeddb9,Dr. Breno Teixeira,
257720f5-6904-485c-8296-d667e992c614,Bryan Silveira,moderado-conservador
d9247fd6-ef7f-4863-b1c1-c9adb81aaac0,Maria Luiza Cunha,conservador
6ab74c78-8c33-465f-b5de-20589c7c0b0b,Rebeca Lima,
eed30d0b-57c3-4adc-914f-f2152ce226d6,Calebe Pereira,moderado
dc87771b-b0f4-4b0b-8dcf-13b745a040ce,Cauê Novaes,moderado
25e0c243-7a0f-4125-b561-23314e1470a7,Bruno Fernandes,moderado
d50f90d3-71f7-440e-bf35-9943e1763c6f,Ana Luiza Pinto,
69315822-2d50-4a03-839b-0f6613991b70,Ana Julia Nascimento,
ed03dc0e-754b-4cad-b14b-8f66e3a82b90,Vitor Gabriel da Mota,conservador
264579b0-1905-4250-b50e-431a6b393bfc,Maria das Neves,
20f91639-ea1f-46c5-a2e2-e5ae857516b8,Gabriela Pires,agressivo
d931424a-b46e-4ed4-b7b0-f18c903e3614,Emanuel Rezende,
0313ced2-5a24-43c0-82cf-4adb5d886c31,Dr. Cauê da Rosa,agressivo
0a8f519e-63ed-447f-bce2-e48743d7f51a,Nicolas Moura,moderado
99385a0e-70dc-40dd-9a19-fa58b793ed1b,Rafael da Costa,conservador
196eb301-03ed-4d06-9e31-7a85b93b3f5f,Ana Luiza Melo,moderado-agressivo
2c6154ad-3f94-490f-9981-239275cf0e75,Lívia Oliveira,
bf3af8ae-fccb-472f-8a9c-8cb7599fe508,Maria Eduarda da Paz,moderado-conservador
44b1fadc-58cf-498b-8aaf-cf2d2f32420d,Levi da Rocha,moderado
cf659168-d254-42e2-98ed-47c21d4e055f,Theo da Costa,
3aa47b2d-f80b-493e-8a81-446ceef41a1d,Emilly Vieira,
865955a7-8e72-4bf2-973c-a9a73784ead5,Vitor Santos,moderado
e0424c28-0145-4a2d-bc5b-f4d325280025,Marina Ferreira,conservador
ba970bb0-3a59-4375-8780-afc369c970ca,Ana Sophia da Cunha,moderado
15891530-682f-422c-83fd-48609bb8091e,Alana Gomes,moderado-conservador
d24ee9c4-313d-4874-b98a-e9962775ce7d,Thales Costa,moderado-conservador
67f40507-c1a4-479b-91e5-c3130398d638,Pedro Henrique Azevedo,agressivo
8d3496aa-403b-4c62-ba32-5a7c90d1acdd,Dr. Thiago das Neves,agressivo
fa084876-37ec-4e5a-9ac2-de9a40279cfe,Valentina Fernandes,
635a075f-8aec-48b0-8546-0e76671f25d9,Miguel Nunes,conservador
2fc55f4a-dd03-419b-ae07-ebac0acaf7f9,Maria Sophia Lopes,moderado
17f7a579-28eb-4298-899f-f708aad62026,Heitor Monteiro,conservador
981e5a24-5fbb-4c72-af26-c2ae107052e0,Davi Lucca Monteiro,moderado-agressivo
28ca46ca-32de-474b-87f1-ce7ff3d4b973,Luiz Henrique Almeida,agressivo
30b3e4c2-fc56-47e3-9194-984706eb7e33,Júlia Vieira,moderado-agressivo
502c8f9c-9f6e-4c0a-a40b-a2b63bf9d5c3,Pietro Cunha,agressivo
f1907231-5dd7-4bd8-abf5-125be353c1b9,Luiz Gustavo Rodrigues,agressivo
3d8ac4f8-e36b-496d-8d57-913d79dfcfe0,Lívia Almeida,moderado-agressivo
0fd9f864-83d6-4240-9c76-9dc3021dd6f4,Nathan Mendes,moderado-conservador
96454393-ed2b-46e4-ae4f-4e2ca6b77785,Thiago Cardoso,conservador
4d2b8f94-04cc-4ab6-9597-97db7ae68441,Pedro Lucas Almeida,agressivo
dfa55fc0-e641-406c-9334-e8760eaf3a11,Felipe Peixoto,moderado
8a5f63f7-57fd-4bc2-a7d3-dd4ed533a0bb,Rafael da Luz,moderado
5eb3467e-dc4d-49a7-9316-0637de8dec87,Luiz Miguel da Conceição,moderado-agressivo
001de888-9b29-4b8e-95ca-59adc5903f45,Bryan Farias,moderado-agressivo
537c61e0-c78c-4be9-a895-e9414b326c5f,Ana Luiza Silveira,moderado
ef7c72f2-f422-4c1f-83c5-0fc9b1161cf7,Sra. Maria Cecília Nascimento,moderado-agressivo
b15148c2-b57f-4ed8-9b5c-3efc2675fb06,Manuela Cavalcanti,moderado-agressivo
1afe49a4-da95-4f53-a2d6-7d7ec00b309d,Ana Luiza Jesus,agressivo
55af48eb-525c-4a7f-a8fd-1e32fcb4c43d,Igor Cardoso,moderado-conservador
1c25bd35-a60a-4e84-a807-fbd6c60ff164,Amanda Silva,moderado
110d11ae-0538-48e0-a7e1-3d4d0249b0b1,Manuela Aragão,moderado-conservador
4648ff45-070d-4bd6-9932-a1c327bb6072,Yasmin Freitas,agressivo
dbd526f9-625e-4f41-b61d-d8a8d5215cda,Luiz Felipe das Neves,conservador
86cb3071-b24e-4cdc-8892-7d765e11ef6a,Daniel Rodrigues,moderado-conservador
a9d1f0a6-1346-43c9-9dbe-6b6a4504141e,Davi Lucca Viana,
298a7da1-2749-48bb-9ada-1e2983265201,Leandro Ribeiro,
7b574a1c-c18f-4610-aedb-a2b840f5bcad,Murilo Moraes,moderado-agressivo
a7099da1-24e0-48a1-b767-7fec911405ec,Maria Luiza Aragão,moderado
7188f8ec-3a0e-470d-9ce6-74719e51c796,Ana Vitória Pereira,moderado-agressivo
d9067e5d-1384-4589-a3ac-1c8564a7c24b,André Teixeira,agressivo
8c98da77-1120-47ad-b393-aa6ecfcb443c,Luiz Fernando Carvalho,moderado-agressivo
66e7c263-86e1-4495-b4c9-9083a4794a19,Fernando Santos,moderado-agressivo
a408929b-9607-4041-aaca-f0a60243efb9,Ana Castro,agressivo
cd683213-cb3a-471d-9fbe-59b39e446061,Mirella Gomes,moderado-agressivo
5569f9b1-8fd7-463e-a075-f6fe74acbff1,Srta. Eloah Peixoto,agressivo
d87de837-4220-4bb7-a197-412f72b55c7f,Dr. Henrique Rodrigues,
ae051746-858c-4af4-bb93-a088e4aff2fb,Bruno Moreira,
4d7093c2-7cad-4576-9072-ef204eee91b3,Maria Clara Costa,moderado
11c4ca8c-76df-475b-94b9-e8b856e5cd20,Cauê Barros,conservador
3b310130-55ce-4dd9-a708-4309d8dbabf0,Joana Aragão,agressivo
b7760f68-0cc3-4162-a0e6-fbad2f21d04c,Dr. Benício Teixeira,agressivo
6455d3fa-98b4-4783-a940-5686b9f34d22,Sr. Rodrigo Castro,conservador
ec4fafe6-431a-4cdb-a033-ff9e4b9950d1,Giovanna Costela,
8904e74e-db8c-4dc1-bfad-70bdddd2d078,Stephany Pereira,moderado-agressivo
9bb5a888-e986-4fda-8f0c-e8e4f1f75e2a,Srta. Ana Clara Carvalho,moderado
0f0b0630-b577-444b-95c2-b2451a75f674,Igor Rodrigues,
c1983375-4bdd-483f-ae5a-57f96bfaf9d2,Sra. Raquel Fogaça,moderado-agressivo
f02f7a38-25dc-4637-8c8a-cee9f7347b15,Maria Clara Porto,moderado
2f62ab9b-c98f-4bf0-ad6e-81cb40081ca7,João Cardoso,conservador
7b105ac4-be35-466f-a497-5d7bf818b249,Ana Lívia Dias,moderado
b2ff7234-056d-408c-91a4-d7f67aa4392e,Samuel Sales,agressivo
1e3a42e7-b3b7-4272-acac-c02dcfa02680,Henrique Viana,conservador
648e06a3-2f72-48b3-9aa3-bc3e64c2f5b2,Maria Alice Monteiro,conservador
324b0552-4182-493e-b848-e9f6ec95c92e,Otávio Fogaça,moderado-conservador
3ec736a0-a461-4f26-9d7f-4a6b93909d75,Maitê Teixeira,moderado
3c6f8636-4ec2-4108-95c8-9e2c0e183991,Sr. Igor Barbosa,moderado-agressivo
1785f986-43e9-4ded-a577-e55406f41f59,Davi Fernandes,conservador
d63d4b04-5244-4998-9ad2-d6efc78696ce,Elisa Moreira,conservador
8248c48b-5efa-41de-8877-07731eb289bc,Isis Cardoso,moderado-conservador
72ff15bd-4a92-40b5-9b9f-ceb626bdab3d,Sr. Rafael Ribeiro,moderado-conservador
cd7e2d79-94b9-45f1-bbbb-cbaa6df8b070,Ana Júlia Araújo,conservador
f974c0f5-d743-484b-9214-07892d9f4ae9,Daniela Novaes,agressivo
e32dd66b-09ac-4c5c-98ad-ccd4dfc9c8e6,Mariane Silveira,moderado
dcfa388f-0a6f-4903-a13f-898b4648207e,Enzo Gabriel Costela,moderado-conservador
fdd57d63-3ca2-4669-9c2b-5f2bcee476fb,Dr. Luiz Henrique Nogueira,moderado
e0d47ea4-21fe-4ce7-88ac-71c98294486c,Maria Eduarda Rezende,agressivo
2581e209-033c-4fa8-959c-29c33fd44058,Rafaela Martins,agressivo
9db4ea6b-d89c-4caa-8755-ea8db948e357,Otávio Moreira,moderado-agressivo
471a1f5a-b989-478c-ad67-4e93760ee4b7,Thales Cavalcanti,conservador
9743f192-e100-449e-aea6-e65bbcdbf7f4,Emanuel Pinto,moderado
f7bea69a-da6e-4387-9c89-4d6ed1eb87d7,Daniel Ramos,
944fed95-e17f-4acc-881c-d16aee8adc46,Julia Rocha,agressivo
d1a2c9cd-163d-4891-b646-0f0c9c7dd45e,Igor Cardoso,agressivo
9cb956fb-660b-4798-bf44-54e9199775a6,Dra. Caroline Barros,
e2c4b657-4053-4d6b-8c4c-fb1a4c68f9bd,Henrique Vieira,conservador
bca51d39-9817-43e7-8144-2dbe8e14c803,João Guilherme Almeida,moderado
de4047b3-03dd-4242-a8b0-feb002e437f6,Alice Silveira,agressivo
5f71c619-9471-4d19-be05-bf3a1360c90a,Luiza Nascimento,agressivo
a3c26955-a635-4bf7-83df-8988895c6b64,João Gabriel Aragão,moderado
8d63d2ff-e394-4aca-aade-eaedabf24794,Maitê Viana,moderado-conservador
31f0fc57-4741-4b81-a6dc-86d2b2b9597c,Letícia Martins,agressivo
37ced0b4-5c2a-49db-8fb7-1b40e13dfc64,Stella da Conceição,agressivo
ec253c43-eabc-4604-a0f2-a9fb6456a99d,Srta. Ana Vitória Mendes,
cb0dfb26-f06f-459f-b0d0-c744b0984267,Luiza Duarte,moderado-conservador
18a190fa-4467-451b-badf-c9e2adc932e7,Danilo Barros,moderado-conservador
298a5645-2c53-4ae4-ad7c-1d6006530df9,João Miguel Lopes,moderado
618a2c5d-8b4e-402e-b4c1-08e2fdc575cc,Vitor Moraes,
d866309c-ceab-4bf7-918b-001f4c591e0e,Guilherme Jesus,moderado-conservador
6b7d5764-fba7-4722-8b81-f2f7279c19bd,Manuela Fernandes,moderado-agressivo
a7a43438-354e-41b4-8498-6805a04c68ac,Dr. Pedro Henrique Dias,agressivo
2de72378-754f-43ee-ba7b-efb6b2e5f8ac,Alícia Rodrigues,agressivo
68d4b4d5-0c4e-43b0-83cf-b092b0eaf2b9,Amanda Costela,moderado-conservador
d7d85f8d-d63e-4b37-a95d-60d8319efd71,Murilo Peixoto,agressivo
9ac01b22-d027-4654-8519-404cd7099d7a,Otávio Campos,agressivo
f5c23cfe-3b2b-46e8-b9eb-cd16858ae606,Carolina Moreira,agressivo
9849b946-009c-44a5-960b-e24bc148ff13,Guilherme da Conceição,conservador
8ff12074-e1d4-4c59-906c-b15f460f6696,Maitê Jesus,conservador
2f39b30d-a137-4f46-b271-7d667955c1db,Gabriel Viana,moderado-agressivo
0a4836c3-c175-4af3-b45e-bbd33c80e9ea,Davi Lopes,agressivo
a4dddb49-b362-49c1-83ac-6b04e0fb5143,Rebeca das Neves,
32bc0dce-7cfa-46eb-9bcc-dfc0cf22819c,Gabriela Costela,moderado-conservador
7164bf62-a626-4456-aef5-ec54981c0df2,Maria Sophia Mendes,conservador
16c30eab-ab3a-451b-9355-3098d1cf65f3,Luiz Miguel Monteiro,moderado
b2c36d9e-49dd-4199-a02f-871726e076ea,João Vitor da Mata,
cd2ed7ea-0d78-4e41-8b56-ae4e7d9010fb,Lorenzo Ribeiro,moderado-agressivo
546a6651-a881-4dec-8eeb-5eba962e9756,Isadora Barros,moderado-conservador
331e4379-6188-4bf8-98f8-8008d5cefa06,Esther Porto,moderado-conservador
90615c8e-0404-47f1-a5ea-d4108bb6c68f,Luiz Felipe Pires,moderado-conservador
c34fa3db-8349-4de9-86a3-985cb92ace51,Giovanna Pereira,
6529d27a-54ed-435b-99ed-c71a7bfe74b2,Emilly Mendes,
4f66635c-b8f0-43a4-b157-3475a998c773,Letícia Azevedo,
286c53e8-2d4c-48b5-b1d2-c3800f2c8732,Milena Vieira,conservador
5b34fc60-5c45-421f-b021-42e33827c227,Vitória Sales,moderado-conservador
dbd80ac1-cd4c-4b92-8b38-6e3f43f677aa,Ian da Luz,conservador
2d44e2b2-42f5-4ea9-8e5d-333b53076b38,Enzo Gabriel das Neves,agressivo
9a271f52-e073-4915-b088-27bd2081f0eb,Pedro Henrique Souza,conservador
2b5aa66d-1678-4f0d-a687-dc956f218b51,Gustavo Araújo,moderado
8f7bdcba-3b7d-4bdd-90c0-f262ec217709,Antônio Ferreira,agressivo
49d9ecfa-ecf8-4463-84b7-ed37c3cf18ce,Srta. Brenda Farias,conservador
f0bcc2ab-5a22-4b3a-a14c-5fbb8e473508,Camila Farias,moderado-conservador
24c0be47-2463-4a4e-83ff-9cb2ad90ed35,Esther Nogueira,moderado-conservador
b0f82de7-39a7-4e67-9832-17fb758dd90e,Amanda da Cruz,moderado
e010ee99-e22b-4cab-bebc-49a41b7b3b86,Luigi Araújo,
74fa8a03-4a09-40eb-a0fc-eaf595fced0f,Heloísa da Luz,
326eb9a8-3310-445b-ad5e-fec1aafd74a2,Cecília Castro,agressivo
7b0b26d8-c094-4f4b-8b62-bbe14dfa1d87,Juliana Nascimento,moderado
31ab75e7-584e-4bd3-8171-ea7f3737b413,Eduardo Farias,
d71174f9-62b4-45e9-9aca-1425c281849d,Sofia Pereira,agressivo
65e8247b-684f-485a-8352-4a5bca57e922,Ana Júlia Vieira,moderado
1af5030e-0519-46f6-8c82-a58076e62284,Lavínia Melo,moderado
f93104e3-1a1e-4ae4-91f1-2c909b126b18,Catarina Rocha,agressivo
9b471545-8c42-4d8a-9d91-cef69a04a825,Ana Vitória da Cunha,
cfe2f9a2-5a89-4737-887f-cc58c4685b4d,Sarah Cardoso,agressivo
e34a1192-cee4-4050-8a4f-d50551bb2f14,Felipe Costa,agressivo
6d3e639e-7c1c-4c0d-a6ac-229eede91a55,Srta. Valentina Almeida,moderado-conservador
76079a3d-4014-4ee5-8e8a-267b9a06b73c,Alana Nascimento,agressivo
2c51e565-13be-48a9-aaac-463f9bbde6b6,Cecília Rodrigues,moderado
23b5cd9b-0265-4ae0-81f6-c7892e9d58d4,Davi Lucca Souza,agressivo
102fbe22-c1f4-4cfa-8b2a-7b308bfe2cdc,Lorena Alves,
8a80b1d3-889c-49f9-8d39-2909af7200ec,Ana Julia Teixeira,moderado-conservador
b63c6848-42b1-4382-b42e-7479450be241,Sr. João Vitor Cunha,conservador
0a17c510-146b-40a5-a140-fe28fe130882,Leandro Sales,conservador
2633a189-95cb-4c07-a46e-61fceffe709a,Murilo Freitas,moderado-agressivo
b3e21060-5058-4eac-9c95-ddf427ff4989,Sophia da Cunha,conservador
6d20c0dc-5fb8-473e-b1d8-4ef489e8fe80,Dr. Luiz Miguel Rezende,moderado-conservador
48c02aed-d664-48f1-b136-ea62ec560608,Vitor Hugo Pereira,
55ce625f-8cab-40b9-9e54-b78859260320,Dr. Daniel Cavalcanti,moderado-conservador
1e96f0b3-d927-40b0-aa52-e72a8231d95b,Camila Lopes,
d132cde0-2ef1-4965-a1e0-0b5d44897ad6,Sra. Maria Julia Vieira,moderado
a0901896-0677-4865-9f8f-1240ab3fada7,Caroline Cardoso,agressivo
1b34b388-5414-4af5-9373-220de3e3489d,Diogo Costela,moderado-agressivo
894d4988-8f57-479a-a5a9-03923d5a3741,Levi Novaes,
75ab8f3b-c038-4645-bad8-195862ed5378,Luiza Pinto,moderado-agressivo
4298d746-cea5-4945-bc47-9786c9a9e579,Ana Júlia Souza,
774cde2d-0831-4d6f-b1af-3d4f7d8bbc9a,Heloísa Martins,moderado
f7261f71-5e8a-4c7d-8951-bb2cf2175bec,Luiz Henrique Nascimento,
149339fd-3c6b-49ac-aaa2-1dac840acaad,Rodrigo Teixeira,moderado-conservador
51d7e2b8-c3cc-4159-b825-92bd414405e5,Caio da Costa,
b87e1227-44e1-4ef0-b260-0f1504249b6e,Sr. João Pedro Sales,moderado-agressivo
2d34930e-c56d-49fb-a2f8-d1c33d5f65aa,Maria Alice Azevedo,moderado-conservador
3cfe801d-910e-44a0-ae5c-89c88c79610f,Sr. Vitor Vieira,
7906e861-1120-4ee1-8127-649b73b729e6,Vicente da Conceição,
1af3ee73-4b2a-47a3-a2b5-8700d9b335bb,Maria Sophia Freitas,agressivo
3305badd-fcaa-4848-9325-3e3444dd104e,Maria Sophia Cardoso,
66c1845d-3e6e-47bb-b533-9ee10a41b186,Ana Laura Teixeira,
58731416-4a5d-4601-8ca5-61c4f5175f7a,Dra. Vitória Silveira,moderado-conservador
616a0ccf-9885-4c5b-99a6-58486789e7af,Lorenzo Pinto,
e8fbfb19-d1e2-4eb2-8645-ce9ff2b77322,Alana Cavalcanti,
51dafcb3-b9b4-48d8-bf63-5a94e718e354,Milena Cardoso,moderado-agressivo
8e3aa240-4d73-4c65-8bc7-99a881967218,Gabriel Ferreira,moderado-conservador
e4ceb01f-705e-4632-a37b-9030fcd0e739,Marina Martins,moderado
00e2ff4c-21ca-42d1-8e54-1ab99de54946,Ana Vitória Cardoso,
3fded30c-a030-4f60-88ed-f6afb203ad6f,Isabella da Cruz,agressivo
69e1833d-ee8a-4ca5-bde2-b25c4162a1b2,Levi da Costa,agressivo
a7115937-78c5-4ce7-b9a9-4a61874e6846,Alexandre Fogaça,moderado-agressivo
a987c832-a806-4cf4-9023-724554e3d351,Raquel Moraes,agressivo
962aadfc-b260-43a0-be4b-6e18901166ef,Srta. Valentina Souza,
59403db1-3920-4cd1-869c-7a8e7f7e58c6,Nicole Ramos,agressivo
cc4f6981-6087-4e56-80db-6a4652169d2f,Raquel da Cunha,moderado
c5d074b9-5ce2-4fb5-b06b-8f61ebfa3291,Matheus Lima,
21ff87e3-c429-4b84-80a1-69b44d22b3fd,Dra. Ana Freitas,moderado
67133632-e46e-4d36-9224-f0e8cb6e8d6e,Daniela Mendes,moderado-agressivo
e0b16a03-f4ef-4a68-b74b-45d1ac5a5ed0,Agatha da Luz,agressivo
ae5ad2f6-76bf-4122-82bd-f1098b83231a,Vitor Oliveira,
6b50675a-902d-46c2-a5c7-db3a2baef5af,Emanuelly Cardoso,
1465bc66-e574-4a1c-92c1-37833cc243fe,Sabrina Cardoso,moderado-agressivo
cd31e940-bcb7-447d-920a-086c4481fabe,Isadora Ferreira,moderado-conservador
2648406c-1241-477e-9a0d-3f829dceb779,Sabrina Pires,
28c1d3b8-0ea9-43c0-9d44-9629a1875dbe,Pedro Lucas Barros,agressivo
52f919a0-56f1-42ac-abbf-0a920749cadd,Luiza Campos,moderado
184fa184-02d4-44c7-a9d6-eefe54263b13,Igor Castro,agressivo
bcd17b68-4669-4678-9b59-495ebc195544,Camila da Cunha,moderado-conservador
9378e54c-8476-4a62-902c-f3ff389cf903,Diego Alves,agressivo
f5e0ab54-8327-47b0-98f7-0053ca2868ea,Luiz Miguel Araújo,moderado-agressivo
ff47ea52-5c3f-49d1-9c00-875ff5604409,Mariana Carvalho,moderado-agressivo
c1b6e9c8-6d0d-4a5b-b51c-7a4e5dbeef37,Pedro Lucas Jesus,moderado
c98dd609-173d-42f3-afea-9960453459e6,Juan Silva,moderado-agressivo
6ee0c20d-1eda-467c-8eb8-8e98cd744edb,Dr. Henrique Pereira,
125f04f5-4e5d-42dd-af03-8eb5c8f31f02,Emanuella Azevedo,agressivo
c5c97719-3568-44da-9c10-a57b731a4880,Sra. Maria Fernanda Jesus,moderado
34a79592-7a77-4b1e-984c-9fff09381b29,Alexandre Castro,moderado-agressivo
f94d16e8-bc33-43b7-ab8b-179dabbec283,Kaique Ferreira,agressivo
825959ce-974c-42ec-9123-a79888314e3f,Ana Sophia Moura,moderado
c06729f6-8f91-47c8-a169-0987473d66ca,Miguel Barbosa,conservador
29127339-5457-4aa5-85dd-b8f6c63463a2,Sr. Lucca Souza,moderado-conservador
96c6b130-aeb1-4292-af2b-c6bc65eff265,Henrique Rodrigues,conservador
86154f23-d966-426b-9c88-c016589cd291,Raquel Ramos,moderado
41e0a95c-5a7a-47a6-9c85-6972618a164c,João Pedro Moreira,moderado-conservador
82b89fa3-1f70-4186-856e-8164f265009e,Sr. Carlos Eduardo Martins,moderado-conservador
776cc5df-5593-4660-bd07-a5929ec50ead,Davi Lucca Silveira,agressivo
21347360-0482-4d88-8d87-09039800fd50,Sra. Emilly Rezende,conservador
c8f3b73a-81f1-44ce-93f6-3f527c29958d,Gabriela Lopes,agressivo
c82fecf3-902f-4276-9b47-87fed5d899f8,Vitória Gomes,moderado-agressivo
9e7cc320-6686-48f4-a7d1-acc9281c36e2,Brenda Peixoto,agressivo
45a1980e-8b34-4778-ae18-1857de6e7aa7,Carolina Rezende,moderado-agressivo
4aeb87cb-a302-4a3d-a700-e09d1b896efa,Cecília Pinto,
5fc63098-1609-4810-8465-601721c18b0e,Ana Carolina da Rocha,
4291a843-cea6-4f7d-9642-b67bd7125d55,Maitê Carvalho,agressivo
f1a53ad1-4bc7-4046-9d18-c95b203aec89,Thales Alves,moderado-conservador
90fbbf85-1103-4c90-86cc-6b25e0600911,Júlia Farias,moderado
daec4507-d7a2-455d-87bb-fc09a9308428,Ana Cardoso,conservador
58ee0a74-ac6a-40f1-8c6c-f0025a9f5bea,Clarice Nunes,moderado-agressivo
0860c02c-fc31-4dc4-8a6a-0fd52372463e,Yago Correia,moderado-agressivo
59308d12-1d44-4f56-964b-d705b5665d2d,Clara Mendes,conservador
4455b233-e655-49dc-94e3-56b4813c30c9,Cauã Cavalcanti,moderado
e748bb7c-887f-469e-a484-41c41d479bd3,Olivia Alves,moderado-agressivo
3f894dbf-f76c-495a-81b5-2333e481514a,Noah Jesus,
9673f571-0d4d-40c2-88f8-65902da8705f,Benjamin da Luz,
286a0678-a6a9-4432-94be-81029283ee3d,Mirella Freitas,moderado-agressivo
b178dcb4-93af-4206-827c-47bfe718518d,Daniela Gonçalves,
0ffec5c9-91b6-48cc-a5a8-c410504323a9,Helena Nogueira,moderado-agressivo
07dce065-3c1e-4a4d-97a9-e746bb9e420c,Dr. João Pinto,conservador
3a2efbbe-970c-48bc-b217-27de702acd76,Evelyn Cavalcanti,conservador
8aff481e-0546-450a-80d3-bcd0e1265042,Maria Vitória Ferreira,
d3d536fa-ebd1-472f-94d5-4c9149f549aa,Sr. Emanuel Farias,
7f9aeb8b-6a8e-428c-aacc-3522d11997b0,Ana Beatriz Oliveira,conservador
85a3ab6b-986d-4428-a53c-ba11597437c6,Ana Clara da Costa,moderado
e90c03ce-7bc4-46fa-a39d-2b108caf08da,Sarah Martins,moderado
d26f009a-381b-4308-aae3-cbc98dcce506,Marcos Vinicius Caldeira,
7a28a3bf-48c0-451e-853a-0346c19cf09f,Miguel Cunha,moderado-conservador
63fc5722-2451-4363-a5a7-38dc1b0d4f37,Nicole Porto,moderado-conservador
7087a117-abf2-448e-8069-99cbf28ac326,Dr. Pedro Lucas Sales,agressivo
d3ed42a2-133a-49d2-8258-cac052f51511,Bruno Lima,conservador
410b9047-502a-4c22-9bb4-68ef845073ab,Gabrielly Lopes,moderado-agressivo
bc8fea4f-b30e-4792-bf77-07bac93c09a4,Dra. Bianca Costa,agressivo
1629c952-6d91-4f61-a1b8-aea99d6e4772,João Miguel Sales,moderado-conservador
ffd751aa-327e-457d-bba1-8605ea1e3a6b,Nathan Lopes,
dede7fb0-b28d-4ac8-b458-9b38926b0ca0,Maria Peixoto,moderado-conservador
d6048ac1-b8da-482a-b504-cf3e801c4761,Sophia Oliveira,agressivo
4bb3f10a-28f3-4627-9bc1-644dc82a0afa,Daniel da Mota,agressivo
4123fd02-c385-4999-85d2-5a2de0878814,Brenda da Paz,moderado-agressivo
5b7c1c65-efa7-41c5-a256-788a48f8ac97,Sr. Cauã Ramos,
9b5b21dc-b90b-48e9-9ffd-8ba0e369644c,João Gabriel Alves,agressivo
ce65c6bb-6210-4214-b224-7b3dcf9d8d2a,Danilo Moura,moderado
7796a6b9-d8bb-461d-a9aa-7f43acc1e4cb,Levi Rodrigues,conservador
e5ab779c-8333-4aeb-8f83-7dc205965328,Renan Alves,agressivo
0f686794-ac95-460f-9b8c-2719e74fb11b,Cecília Cardoso,
e52b5a92-76b6-4005-8ba0-7ade8f033de2,Mirella Araújo,agressivo
c0e75f46-6793-4eb0-ace5-c6d55752c9f4,Murilo da Paz,moderado
205946b3-2eb9-44ef-b88f-90da34cb31a0,Otávio Dias,moderado-agressivo
65a0b632-0c87-4454-b6d8-3dc287f34142,Ana Laura Cavalcanti,moderado
1b64ba2b-a4ca-4289-9669-80566367d9cd,Marcos Vinicius Silveira,moderado
70de2f5e-f3c2-4f87-be0b-5fc81630a607,Nicolas Viana,
72be2686-99b6-47fc-82a9-3fcd118839f9,Thomas Almeida,conservador
2a1ff614-c4ff-4335-ae2c-d1855b988cf4,Maria Eduarda Alves,agressivo
19d3133a-fc2e-4cb9-a03b-3a6fb2df0fde,Vinicius das Neves,moderado-conservador
8ed45300-dfef-4acf-ab7a-ec67dc887f36,Helena Silveira,moderado-conservador
244ac678-a500-4996-80f3-9082e3fb2fc5,Dra. Stella Moura,conservador
e3a15eab-1d5c-4e3a-a79a-f3c77766b52a,Nicole Azevedo,moderado
f467a4eb-012b-4427-92eb-f62a5210a0f7,Stephany da Cunha,moderado-conservador
